2019/7/16	Contact - List - Half-1-2 - Shanghai Greenland Shenhua-Henan Jianye		16	7	2019														
																			
Players	Time (period - mm:ss't)	Player2	Ball touch	Neutral touch	Simultaneous event	With what	Spin	Following event 	Loss and won	Loss-Gain distance	Distance	Duration	Speed	Distance to goal	Distance to referee	Angle	Direction	Zone	End zone
Jiajun (23)	2 - 32:09'0	Hu R. (02)	Pass	Gaining(02.Hu)	-	-	-	Neutral contact	Indiv. loss of poss.	61.9	41.6	00:02'7	55.5	60.7	24.1	-62.93	-	C 1	E 3
Hu R. (02)	2 - 32:11'7	Ivo (29)	Neutral contact	-	Air duel	Header	-	Reception	Gaining neutral touch	20.3	20.3	00:03'1	23.6	76.8	13.8	-77.15	-	E 3	E 4
Ivo (29)	2 - 32:14'8	Ivo (29)	Reception	-	-	-	-	Pass	Coll. gain of poss.	7.8	7.8	00:01'3	21.6	74.8	26.9	-53.45	-	E 4	D 4
Ivo (29)	2 - 32:16'1	Ohandza F. (14)	Pass	-	-	-	-	Reception	-	30.3	30.3	00:01'3	83.9	67.5	21.8	-58.9	-	D 4	C 3
Ohandza F. (14)	2 - 32:17'4	Ohandza F. (14)	Reception	-	-	-	-	Running with ball	-	3.6	3.6	00:01'4	9.2	38.6	17.4	-78.05	-	C 3	C 3
Ohandza F. (14)	2 - 32:18'8	Ohandza F. (14)	Running with ball	-	-	-	-	Running with ball	-	1	1	00:00'6	6	37.4	12.3	-83.08	-	C 3	C 3
Ohandza F. (14)	2 - 32:19'4	Ohandza F. (14)	Running with ball	-	Tackle	-	-	Running with ball	-	1.6	1.6	00:00'4	14.2	37.6	9.7	-81.59	-	C 3	C 3
Ohandza F. (14)	2 - 32:19'8	Ohandza F. (14)	Running with ball	-	-	-	-	Running with ball	-	5.8	5.8	00:01'1	19	37.4	8.8	-79.2	-	C 3	B 3
Ohandza F. (14)	2 - 32:20'9	Ohandza F. (14)	Running with ball	-	-	-	-	Running with ball	-	1.7	1.7	00:00'3	20.4	34.4	9.7	-71.2	-	B 3	B 3
Ohandza F. (14)	2 - 32:21'2	Jiang S. (04)	Running with ball	-	-	-	-	Clearance	Indiv. loss of poss.	4.7	4.7	00:00'2	84.2	32.8	10.1	-70.24	-	B 3	B 3
Jiang S. (04)	2 - 32:21'4	Ivo (29)	Clearance	-	-	-	-	Reception	Indiv. loss of poss. - Indiv. gain of poss.	14.2	14.2	00:02'0	25.5	78	11.7	73.72	-	B 3	B 3
Ivo (29)	2 - 32:23'4	Ivo (29)	Reception	-	-	-	-	Running with ball	Indiv. gain of poss.	14.7	14.7	00:01'8	29.4	28.4	15.8	-44.86	-	B 3	A 3
Ivo (29)	2 - 32:25'2	-	Running with ball	-	Tackle	-	-	Out for goal kick	Indiv. loss of poss.	8.7	8.7	00:00'8	39.4	14.1	15	-35.16	-	A 3	A 3
Chen Z. (12)	2 - 35:18'1	Jiajun (23)	Pass	-	Goal kick	-	-	Pass	-	50.4	50.4	00:02'1	86.4	100.6	51.8	42.56	-	A 3	D 2
Jiajun (23)	2 - 35:20'2	Karanga (37)	Pass	-	-	-	-	Reception	Indiv. loss of poss.	9.3	9.3	00:02'0	16.8	52.6	12.2	-80.7	-	D 2	C 2
Karanga (37)	2 - 35:22'2	Karanga (37)	Reception	-	-	Chest	-	Pass	Indiv. gain of poss.	0.3	0.3	00:00'3	3.6	48.5	7.5	89.53	-	C 2	C 2
Karanga (37)	2 - 35:22'5	Qian J. (26)	Pass	-	-	-	-	Reception	Indiv. loss of poss.	14.6	14.6	00:02'9	18.1	48.8	7	89.53	-	C 2	C 2
Qian J. (26)	2 - 35:25'4	Qian J. (26)	Reception	-	-	Chest	-	Pass	Indiv. gain of poss.	3.7	3.7	00:00'8	16.7	60.5	13.3	-72.27	-	C 2	C 2
Qian J. (26)	2 - 35:26'2	Yunding C. (28)	Pass	-	-	-	-	Reception	-	18.8	18.8	00:01'1	61.6	60.7	14.5	-68.7	-	C 2	D 1
Yunding C. (28)	2 - 35:27'3	Yunding C. (28)	Reception	-	-	-	-	Running with ball	-	4.3	4.3	00:00'9	17	48.5	22.8	-57.13	-	D 1	D 1
Yunding C. (28)	2 - 35:28'2	Yunding C. (28)	Running with ball	-	-	-	-	Running with ball	-	9.3	9.3	00:01'4	24	46.2	23.5	-52.73	-	D 1	E 1
Yunding C. (28)	2 - 35:29'6	Yunding C. (28)	Running with ball	-	-	-	-	Running with ball	-	11.3	11.3	00:01'4	29.1	39.7	25.1	-43.88	-	E 1	E 1
Yunding C. (28)	2 - 35:31'0	Yunding C. (28)	Running with ball	-	-	-	-	Cross	-	6.7	6.7	00:00'9	26.6	29.1	21.9	-36.91	-	E 1	F 2
Yunding C. (28)	2 - 35:31'9	Chen (25)	Cross	-	-	Left foot	-	Clearance	Indiv. loss of poss.	8.7	8.7	00:00'5	62.7	22.7	17.7	-33.48	-	F 2	F 2
Chen (25)	2 - 35:32'4	Du C. (07)	Clearance	-	-	-	-	Reception	Indiv. gain of poss.	4.1	4.1	00:00'7	21.1	95.4	15.6	44.17	-	F 2	F 2
Du C. (07)	2 - 35:33'1	Du C. (07)	Reception	-	-	-	-	Running with ball	-	3.3	3.3	00:00'9	13.2	98.4	14.6	28.88	-	F 2	F 2
Du C. (07)	2 - 35:34'0	Du C. (07)	Running with ball	-	-	-	-	Running with ball	-	2.4	2.4	00:00'7	12.4	101.7	15.2	17.28	-	F 2	F 2
Du C. (07)	2 - 35:34'7	Du C. (07)	Running with ball	-	-	-	-	Clearance	-	3.7	3.7	00:00'9	14.8	103.9	17	8.13	-	F 2	F 2
Du C. (07)	2 - 35:35'6	Jiajun (23)	Clearance	-	-	-	-	Pass	Indiv. loss of poss.	39.1	39.1	00:02'2	64	105.3	19	4.06	-	F 2	D 1
Jiajun (23)	2 - 35:37'8	-	Pass	-	-	Header	-	Out for throw-in	Indiv. loss of poss. - Indiv. gain of poss.	16.9	16.9	00:02'6	23.4	46	19.1	-60.98	-	D 1	E 1
Du C. (07)	2 - 36:14'3	Chen (25)	Pass	-	Throw-in	Two hands	-	Reception	-	12.7	12.7	00:01'2	38.1	83.5	32.9	39.76	-	E 1	E 1
Chen (25)	2 - 36:15'5	Chen (25)	Reception	-	-	-	-	Running with ball	-	0.4	0.4	00:00'8	1.8	91.7	38.6	31.74	-	E 1	E 1
Chen (25)	2 - 36:16'3	Chen (25)	Running with ball	-	-	-	-	Pass	-	1	1	00:00'8	4.5	91.9	39.8	31.39	-	E 1	E 1
Chen (25)	2 - 36:17'1	Shangyuan (26)	Pass	-	-	-	-	Reception	-	18.3	18.3	00:02'2	30	90.9	39.8	33.04	-	E 1	E 2
Shangyuan (26)	2 - 36:19'3	Shangyuan (26)	Reception	-	-	-	-	Pass	-	4.5	4.5	00:01'7	9.6	86.4	35.2	61.22	-	E 2	E 2
Shangyuan (26)	2 - 36:21'0	Zhong (30)	Pass	-	-	-	-	Reception	-	21.4	21.4	00:01'6	48.2	83	33.8	72.11	-	E 2	D 2
Zhong (30)	2 - 36:22'6	Zhong (30)	Reception	-	-	-	-	Pass	-	2.5	2.5	00:01'5	5.9	62.4	15.8	89.46	-	D 2	D 2
Zhong (30)	2 - 36:24'1	Zhou D. (08)	Pass	-	-	-	-	Pass	-	25.2	25.2	00:01'9	47.8	60.2	18.2	88.08	-	D 2	C 1
Zhou D. (08)	2 - 36:26'0	Jiajun (23)	Pass	-	-	-	-	Pass	Indiv. loss of poss.	12	12	00:01'4	30.8	50.4	23.9	64.25	-	C 1	B 1
Jiajun (23)	2 - 36:27'4	Cong Z. (39)	Pass	-	-	-	-	Reception	Indiv. gain of poss.	3.6	3.6	00:00'8	16.4	75.5	23.4	-52.65	-	B 1	B 1
Cong Z. (39)	2 - 36:28'2	Cong Z. (39)	Reception	-	-	-	-	Running with ball	-	1.2	1.2	00:00'6	7	74.8	17.9	-56.27	-	B 1	B 1
Cong Z. (39)	2 - 36:28'8	Cong Z. (39)	Running with ball	-	-	-	-	Pass	-	2.7	2.7	00:00'9	10.9	75	16.9	-56.99	-	B 1	B 2
Cong Z. (39)	2 - 36:29'7	Moreno (10)	Pass	-	-	-	-	Pass	-	23.6	23.6	00:01'0	84.8	74.7	16.3	-60.1	-	B 2	C 3
Moreno (10)	2 - 36:30'7	Qian J. (26)	Pass	-	-	-	-	Reception	-	19.3	19.3	00:02'7	25.8	58.5	5.6	89.63	-	C 3	C 3
Qian J. (26)	2 - 36:33'4	Qian J. (26)	Reception	-	-	-	-	Running with ball	-	4	4	00:00'9	16.2	66.4	24.5	65.41	-	C 3	C 4
Qian J. (26)	2 - 36:34'3	Qian J. (26)	Running with ball	-	-	-	-	Pass	-	3.7	3.7	00:01'1	12	64.9	25.7	63.38	-	C 4	C 4
Qian J. (26)	2 - 36:35'4	Shangyuan (26)	Pass	Gaining(26.Sha)	-	-	-	Neutral contact	-	49.7	42.2	00:03'4	44.7	61.8	24.1	64.46	-	C 4	F 4
Shangyuan (26)	2 - 36:38'8	-	Neutral contact	-	Ground duel	-	-	Out for throw-in	-	7.4	7.4	00:01'0	26.7	93.7	25	-29.04	-	F 4	F 4
Yunqiu (16)	2 - 37:06'6	Moreno (10)	Pass	-	Throw-in	Two hands	-	Reception	-	8.2	8.2	00:01'6	18.4	36	24.8	18.43	-	F 4	F 4
Moreno (10)	2 - 37:08'2	Moreno (10)	Reception	-	-	-	-	Running with ball	-	0.4	0.4	00:00'5	2.6	30.8	24.3	7.66	-	F 4	F 4
Moreno (10)	2 - 37:08'7	Moreno (10)	Running with ball	-	Tackle	-	-	Running with ball	-	0.4	0.4	00:00'3	4.3	31	23.6	7.22	-	F 4	F 4
Moreno (10)	2 - 37:09'0	Moreno (10)	Running with ball	-	-	-	-	Pass	-	2.3	2.3	00:01'6	5.2	30.8	22.5	7.66	-	F 4	F 4
Moreno (10)	2 - 37:10'6	Ivo (29)	Pass	-	-	-	-	Reception	Indiv. loss of poss.	3.1	3.1	00:00'3	37.2	29	17.3	10.53	-	F 4	F 4
Ivo (29)	2 - 37:10'9	Ivo (29)	Reception	-	-	-	-	Running with ball	Indiv. gain of poss.	3.5	3.5	00:01'2	10.4	100.6	14.3	-16.66	-	F 4	F 4
Ivo (29)	2 - 37:12'1	Ivo (29)	Running with ball	-	-	-	-	Running with ball	-	5.4	5.4	00:01'3	15	102.3	15.4	-13.11	-	F 4	F 3
Ivo (29)	2 - 37:13'4	Ivo (29)	Running with ball	-	-	-	-	Running with ball	-	4.8	4.8	00:00'9	19	99.7	15.8	-20.33	-	F 3	F 3
Ivo (29)	2 - 37:14'3	Ivo (29)	Running with ball	-	-	-	-	Running with ball	-	7.3	7.3	00:01'4	18.7	95.2	15.1	-33.38	-	F 3	E 3
Ivo (29)	2 - 37:15'7	Ivo (29)	Running with ball	-	-	-	-	Running with ball	-	2.6	2.6	00:00'5	19.1	87.9	14.2	-49.68	-	E 3	E 3
Ivo (29)	2 - 37:16'2	Ivo (29)	Running with ball	-	-	-	-	Pass	-	9.1	9.1	00:01'6	20.5	85.4	14.2	-52.48	-	E 3	E 4
Ivo (29)	2 - 37:17'8	Yunqiu (16)	Pass	Gaining(16.Yun)	-	-	-	Neutral contact	-	22.6	12.8	00:00'6	76.5	78.8	17	-54.48	-	E 4	D 4
Yunqiu (16)	2 - 37:18'4	-	Neutral contact	-	-	Chest	-	Out for throw-in	-	9.8	9.8	00:02'3	15.4	48.1	16.6	58.26	-	D 4	D 4
Zhong (30)	2 - 37:22'6	Ivo (29)	Pass	-	Throw-in	Two hands	-	Reception	-	7.3	7.3	00:00'9	29.2	71.5	25.6	-50.59	-	D 4	D 4
Ivo (29)	2 - 37:23'5	Ivo (29)	Reception	-	-	-	-	Pass	-	1	1	00:00'5	7.3	67.9	19.5	-57.21	-	D 4	D 4
Ivo (29)	2 - 37:24'0	Zhong (30)	Pass	-	-	-	-	Reception	-	5.3	5.3	00:00'6	31.6	68.1	19.8	-56.4	-	D 4	D 4
Zhong (30)	2 - 37:24'6	Zhong (30)	Reception	-	-	-	-	Pass	-	5.8	5.8	00:01'8	11.5	67.6	21.3	-54.32	-	D 4	D 4
Zhong (30)	2 - 37:26'4	Jiang S. (04)	Pass	-	-	-	-	Clearance	Indiv. loss of poss.	16.1	16.1	00:01'3	44.6	62.2	18.4	-58.05	-	D 4	C 4
Jiang S. (04)	2 - 37:27'7	Ivo (29)	Clearance	-	-	-	-	Pass	Indiv. loss of poss. - Indiv. gain of poss.	4.8	4.8	00:01'3	13.3	69	11.1	59.99	-	C 4	C 4
Ivo (29)	2 - 37:29'0	Qian J. (26)	Pass	Gaining(26.Qia)	Ground duel	-	-	Neutral contact	Indiv. loss of poss. - Indiv. gain of poss.	12.7	3.8	00:01'3	10.7	50.5	8.9	-62.62	-	C 4	C 4
Qian J. (26)	2 - 37:30'3	Yunqiu (16)	Neutral contact	-	Ground duel	-	-	Pass	Gaining neutral touch	8.8	8.8	00:02'1	15.1	67.5	12.5	58.26	-	C 4	C 4
Yunqiu (16)	2 - 37:32'4	Shangyuan (26)	Pass	-	-	-	-	Reception	Indiv. loss of poss. - Coll. gain of poss.	42	42	00:05'1	29.6	76.3	17.6	49.12	-	C 4	E 4
Shangyuan (26)	2 - 37:37'5	Shangyuan (26)	Reception	-	-	-	-	Pass	Indiv. gain of poss.	7.1	7.1	00:01'7	15	80.8	29.8	-48.09	-	E 4	E 3
Shangyuan (26)	2 - 37:39'2	Chen (25)	Pass	-	-	-	-	Reception	-	24.8	24.8	00:01'9	46.9	83.4	32.9	-50.48	-	E 3	D 2
Chen (25)	2 - 37:41'1	Chen (25)	Reception	-	-	-	-	Running with ball	-	0.5	0.5	00:00'6	3	68.9	22.7	87.15	-	D 2	D 2
Chen (25)	2 - 37:41'7	Chen (25)	Running with ball	-	-	-	-	Pass	-	2.1	2.1	00:01'4	5.5	68.4	22.4	87.18	-	D 2	D 2
Chen (25)	2 - 37:43'1	Shin Wook (20)	Pass	Gaining(20.Shi)	-	-	-	Neutral contact	-	41.4	7.8	00:00'2	140	66.3	21.6	86.89	-	D 2	D 2
Shin Wook (20)	2 - 37:43'3	Karanga (37)	Neutral contact	-	-	Chest	-	Pass	-	33.6	33.6	00:03'0	40.3	46.5	14.3	-88.28	-	D 2	B 3
Karanga (37)	2 - 37:46'3	Yunqiu (16)	Pass	-	Air duel	Header	-	Reception	Indiv. loss of poss.	27.4	27.4	00:03'9	25.3	29.1	13.3	-68.64	-	B 3	A 4
Yunqiu (16)	2 - 37:50'2	Ohandza F. (14)	Reception	-	-	-	-	Reception	Indiv. loss of poss. - Indiv. gain of poss.	1.7	1.7	00:00'4	15.7	100.7	30.8	16.5	-	A 4	A 4
Ohandza F. (14)	2 - 37:50'6	-	Reception	-	Tackle	-	-	Out for throw-in	Indiv. loss of poss. - Indiv. gain of poss.	4.5	4.5	00:00'7	23.1	34	31.5	-14.32	-	A 4	A 4
Yunqiu (16)	2 - 38:19'4	Shin Wook (20)	Pass	-	Throw-in	Two hands	-	Reception	-	14.2	14.2	00:01'6	31.9	98.4	23.1	20.37	-	A 4	B 4
Shin Wook (20)	2 - 38:21'0	Shin Wook (20)	Reception	-	-	Chest	-	Pass	-	0.5	0.5	00:00'4	4.5	84.3	14.8	40.79	-	B 4	B 4
Shin Wook (20)	2 - 38:21'4	-	Pass	-	-	-	-	Foul - dir. free-kick	Indiv. loss of poss.	33.5	33.5	00:03'3	36.6	83.9	14.4	41.49	-	B 4	C 3
Ivo (29)	2 - 38:45'5	Zhou D. (08)	Pass	-	Direct free-kick	-	Straight	Reception	-	28.4	28.4	00:01'7	60	42.7	9	-89.46	-	C 3	C 1
Zhou D. (08)	2 - 38:47'2	Zhou D. (08)	Reception	-	-	-	-	Cross	-	3.7	3.7	00:02'3	5.9	44.5	31.9	52.67	-	C 1	B 1
Zhou D. (08)	2 - 38:49'5	-	Cross	-	-	-	-	Out for goal kick	Indiv. loss of poss.	48	48	00:03'7	46.7	42	31.5	48.96	-	B 1	A 3
Chen Z. (12)	2 - 39:23'6	Chen (25)	Pass	Gaining(25.Che)	Goal kick	-	-	Neutral contact	-	72	58.1	00:03'0	69.7	100.8	52.2	53.57	-	A 3	D 2
Chen (25)	2 - 39:26'6	Jiajun (23)	Neutral contact	-	Air duel	Header	-	Pass	-	13.9	13.9	00:01'5	33.3	62	9.1	85.09	-	D 2	C 2
Jiajun (23)	2 - 39:28'1	Shangyuan (26)	Pass	-	-	-	-	Reception	Indiv. loss of poss.	33.6	33.6	00:04'3	28.1	56.5	15.1	-79.09	-	C 2	E 2
Shangyuan (26)	2 - 39:32'4	Shangyuan (26)	Reception	-	-	-	-	Pass	Indiv. gain of poss.	2.4	2.4	00:01'4	6.3	83.1	28.6	71.57	-	E 2	E 2
Shangyuan (26)	2 - 39:33'8	Zhong (30)	Pass	-	-	-	-	Reception	-	20.2	20.2	00:01'6	45.4	84.4	30.9	75.45	-	E 2	D 3
Zhong (30)	2 - 39:35'4	Zhong (30)	Reception	-	-	-	-	Running with ball	-	1.3	1.3	00:00'7	6.7	70.2	17.5	-76.31	-	D 3	D 3
Zhong (30)	2 - 39:36'1	Zhong (30)	Running with ball	-	-	-	-	Running with ball	-	2.7	2.7	00:00'9	10.7	70.3	19.5	-74.38	-	D 3	D 3
Zhong (30)	2 - 39:37'0	Zhong (30)	Running with ball	-	-	-	-	Running with ball	-	6.7	6.7	00:01'4	17.2	68.7	20.8	-72.45	-	D 3	D 3
Zhong (30)	2 - 39:38'4	Zhong (30)	Running with ball	-	-	-	-	Pass	-	12.3	12.3	00:02'1	21	63.3	19.1	-71.53	-	D 3	C 3
Zhong (30)	2 - 39:40'5	Ivo (29)	Pass	-	-	-	-	Reception	-	10.6	10.6	00:01'1	34.7	53.1	13.9	-69.96	-	C 3	C 3
Ivo (29)	2 - 39:41'6	Ivo (29)	Reception	-	-	-	-	Running with ball	-	0.4	0.4	00:00'5	3	49	10.9	-80.96	-	C 3	C 3
Ivo (29)	2 - 39:42'1	Ivo (29)	Running with ball	-	-	-	-	Running with ball	-	2.1	2.1	00:01'0	7.6	49.2	11.9	-80.52	-	C 3	C 3
Ivo (29)	2 - 39:43'1	Ivo (29)	Running with ball	-	-	-	-	Running with ball	-	5.4	5.4	00:01'1	17.5	48	12.9	-82.58	-	C 3	C 3
Ivo (29)	2 - 39:44'2	Ivo (29)	Running with ball	-	-	-	-	Pass	-	9.1	9.1	00:01'4	23.5	46.3	14	-88.76	-	C 3	C 2
Ivo (29)	2 - 39:45'6	Du C. (07)	Pass	-	-	-	-	Pass	-	25.6	25.6	00:02'3	40	44.2	15.4	79.96	-	C 2	B 1
Du C. (07)	2 - 39:47'9	Ivo (29)	Pass	-	-	-	-	Reception	-	7.9	7.9	00:01'2	23.6	45.7	29.2	46.95	-	B 1	C 1
Ivo (29)	2 - 39:49'1	Ivo (29)	Reception	-	-	-	-	Running with ball	-	0.3	0.3	00:00'9	1.3	47.9	25.2	56.24	-	C 1	C 1
Ivo (29)	2 - 39:50'0	Ivo (29)	Running with ball	-	-	-	-	Running with ball	-	5.3	5.3	00:01'3	14.7	47.7	26.1	55.94	-	C 1	C 1
Ivo (29)	2 - 39:51'3	Ivo (29)	Running with ball	-	-	-	-	Pass	-	1	1	00:00'5	7.2	45.2	23.8	61.73	-	C 1	C 1
Ivo (29)	2 - 39:51'8	Ohandza F. (14)	Pass	-	-	-	-	Reception	-	17.9	17.9	00:01'6	40.2	44.6	23.6	62.8	-	C 1	B 2
Ohandza F. (14)	2 - 39:53'4	Ohandza F. (14)	Reception	-	-	-	-	Running with ball	-	2.2	2.2	00:00'5	15.8	29	19.6	49.06	-	B 2	B 1
Ohandza F. (14)	2 - 39:53'9	Ohandza F. (14)	Running with ball	-	-	-	-	Running with ball	-	0.7	0.7	00:00'3	8.5	29.5	21.2	44.86	-	B 1	B 1
Ohandza F. (14)	2 - 39:54'2	Ohandza F. (14)	Running with ball	-	-	-	-	Running with ball	-	0.9	0.9	00:00'9	3.7	29.5	21.5	43.49	-	B 1	B 1
Ohandza F. (14)	2 - 39:55'1	Ohandza F. (14)	Running with ball	-	-	-	-	Pass	-	3.3	3.3	00:00'9	13.2	29	19	45	-	B 1	B 2
Ohandza F. (14)	2 - 39:56'0	Zhou D. (08)	Pass	-	-	-	-	Reception	-	17.4	17.4	00:00'9	69.6	26.2	15.1	48.71	-	B 2	B 2
Zhou D. (08)	2 - 39:56'9	Zhou D. (08)	Reception	-	-	-	-	Pass	-	0.7	0.7	00:00'7	3.7	17.1	11	89.66	-	B 2	B 2
Zhou D. (08)	2 - 39:57'6	Zhong (30)	Pass	-	-	-	-	Pass	-	10.7	10.7	00:01'6	24	17.5	10.4	87.71	-	B 2	B 3
Zhong (30)	2 - 39:59'2	Ivo (29)	Pass	-	-	-	-	Reception	-	12.7	12.7	00:01'3	35.2	27.9	5.4	-86.72	-	B 3	B 2
Ivo (29)	2 - 40:00'5	Ivo (29)	Reception	-	-	-	-	Running with ball	-	0.6	0.6	00:00'5	4.6	26.9	8.4	66.58	-	B 2	B 2
Ivo (29)	2 - 40:01'0	Ivo (29)	Running with ball	-	-	-	-	Running with ball	-	1.6	1.6	00:00'8	7.3	26.5	8.4	67.6	-	B 2	B 2
Ivo (29)	2 - 40:01'8	Ivo (29)	Running with ball	-	-	-	-	Shot not on target	-	5.6	5.6	00:01'2	16.7	26.1	7.6	71.01	-	B 2	B 2
Ivo (29)	2 - 40:03'0	Cong Z. (39)	Shot not on target	Gaining(39.Con)	-	Left foot	-	Neutral contact	-	14	9.8	00:00'4	87.8	23.5	6	82.42	Out right (Low)	B 2	A 3
Cong Z. (39)	2 - 40:03'4	Zhou D. (08)	Neutral contact	-	-	-	-	Pass	-	4.2	4.2	00:01'8	8.4	90.5	14.9	85.66	-	A 3	A 3
Zhou D. (08)	2 - 40:05'2	-	Pass	-	Ground duel	-	-	Offside	Indiv. loss of poss.	5.4	5.4	00:00'2	98.1	11.7	16.1	-72.03	-	A 3	A 3
Chen Z. (12)	2 - 40:50'7	Shin Wook (20)	Pass	-	Indirect free-kick	-	Straight	Pass	-	50.9	50.9	00:03'0	61.1	90.5	38.3	89.6	-	A 3	D 3
Shin Wook (20)	2 - 40:53'7	-	Pass	-	Air duel	Header	-	Foul - dir. free-kick	Indiv. loss of poss.	11.6	11.6	00:02'0	20.9	45	14.4	69.43	-	D 3	E 4
Shangyuan (26)	2 - 41:32'7	Chen (25)	Pass	-	Direct free-kick	-	Straight	Reception	-	10.3	10.3	00:01'5	24.8	76	31	-54.83	-	E 4	D 3
Chen (25)	2 - 41:34'2	Chen (25)	Reception	-	-	-	-	Pass	-	0.4	0.4	00:00'4	3.2	69.5	24.7	-69.85	-	D 3	D 3
Chen (25)	2 - 41:34'6	Yan Wu (17)	Pass	-	-	-	-	Pass	-	21.5	21.5	00:02'8	27.6	69.7	24.5	-70.17	-	D 3	F 3
Yan Wu (17)	2 - 41:37'4	Shangyuan (26)	Pass	-	-	-	-	Reception	-	18.6	18.6	00:02'0	33.5	89.8	43.2	-60.57	-	F 3	E 4
Shangyuan (26)	2 - 41:39'4	Shangyuan (26)	Reception	-	-	-	-	Running with ball	-	0.5	0.5	00:00'8	2.3	77.7	31.1	-55.74	-	E 4	E 3
Shangyuan (26)	2 - 41:40'2	Shangyuan (26)	Running with ball	-	-	-	-	Pass	-	1.8	1.8	00:01'3	5	77.4	30.5	-56.49	-	E 3	E 3
Shangyuan (26)	2 - 41:41'5	Karanga (37)	Pass	-	-	-	-	Pass	-	46.3	46.3	00:03'4	49	76.3	29.7	-59.31	-	E 3	B 3
Karanga (37)	2 - 41:44'9	Ivo (29)	Pass	-	Air duel	Header	-	Reception	-	13.7	13.7	00:01'9	26	30.8	12.7	-66.02	-	B 3	B 4
Ivo (29)	2 - 41:46'8	Ivo (29)	Reception	-	-	-	-	Running with ball	-	1.9	1.9	00:01'2	5.7	42.1	17.9	-53.78	-	B 4	B 4
Ivo (29)	2 - 41:48'0	Ivo (29)	Running with ball	-	-	-	-	Running with ball	-	0.6	0.6	00:00'7	2.9	43.2	18.2	-51.67	-	B 4	B 4
Ivo (29)	2 - 41:48'7	Ivo (29)	Running with ball	-	-	-	-	Running with ball	-	0.4	0.4	00:00'3	4.3	43.3	17.6	-52.42	-	B 4	B 4
Ivo (29)	2 - 41:49'0	Ivo (29)	Running with ball	-	-	-	-	Pass	-	5.9	5.9	00:01'5	14.1	43.4	17.4	-52.87	-	B 4	C 4
Ivo (29)	2 - 41:50'5	Qian J. (26)	Pass	-	-	-	-	Pass	Indiv. loss of poss.	18.1	18.1	00:01'2	54.2	42.8	13.3	-60.62	-	C 4	B 3
Qian J. (26)	2 - 41:51'7	Chen (25)	Pass	-	Ground duel	-	-	Pass	Indiv. loss of poss. - Indiv. gain of poss.	17	17	00:02'6	23.5	70.3	4.4	84.91	-	B 3	C 2
Chen (25)	2 - 41:54'3	Li Peng (06)	Pass	-	-	-	-	Clearance	Indiv. loss of poss. - Indiv. gain of poss.	28.1	28.1	00:02'0	50.6	50.4	16.8	85.33	-	C 2	B 3
Li Peng (06)	2 - 41:56'3	Shin Wook (20)	Clearance	-	-	Header	-	Reception	Indiv. gain of poss.	18.5	18.5	00:02'5	26.6	82.6	14.4	89.49	-	B 3	C 3
Shin Wook (20)	2 - 41:58'8	-	Reception	-	Ground duel	-	-	Foul - dir. free-kick	-	3.9	3.9	00:00'3	47.1	67.1	7.6	76.42	-	C 3	C 3
Li Peng (06)	2 - 42:55'7	Zhou D. (08)	Pass	-	Direct free-kick	-	Straight	Pass	Indiv. loss of poss.	38.7	38.7	00:02'5	55.7	67.8	39.8	73.11	-	C 3	E 3
Zhou D. (08)	2 - 42:58'2	Karanga (37)	Pass	-	-	Header	-	Pass	Indiv. gain of poss.	18.9	18.9	00:01'7	40.1	75.7	6.8	-86.1	-	E 3	D 2
Karanga (37)	2 - 42:59'9	Jiang S. (04)	Pass	Gaining(04.Jia)	-	Header	-	Neutral contact	Indiv. loss of poss.	16.6	12.5	00:01'4	32.1	56.9	11.8	89.76	-	D 2	C 3
Jiang S. (04)	2 - 43:01'3	Cong Z. (39)	Neutral contact	-	Air duel	Header	-	Reception	Gaining neutral touch	4.1	4.1	00:01'1	13.5	57	18.7	79.21	-	C 3	D 3
Cong Z. (39)	2 - 43:02'4	Cong Z. (39)	Reception	-	-	Chest	-	Pass	Coll. gain of poss.	2.8	2.8	00:00'7	14.5	53	11.9	81.87	-	D 3	C 3
Cong Z. (39)	2 - 43:03'1	Yunqiu (16)	Pass	-	-	-	-	Reception	-	12.3	12.3	00:01'1	40.4	55.7	13.4	80.02	-	C 3	C 3
Yunqiu (16)	2 - 43:04'2	Yunqiu (16)	Reception	-	-	-	-	Pass	-	0.9	0.9	00:01'0	3.3	66.6	24.5	67.52	-	C 3	C 3
Yunqiu (16)	2 - 43:05'2	Du C. (07)	Pass	-	-	-	-	Pass	Indiv. loss of poss.	44.8	44.8	00:03'0	53.7	66.2	24	66.99	-	C 3	E 2
Du C. (07)	2 - 43:08'2	Moreno (10)	Pass	-	-	-	-	Pass	Indiv. loss of poss. - Indiv. gain of poss.	21.1	21.1	00:01'9	39.9	81.8	14.7	86.55	-	E 2	D 3
Moreno (10)	2 - 43:10'1	Qian J. (26)	Pass	-	-	-	-	Reception	Indiv. gain of poss.	19.2	19.2	00:01'4	49.5	38.6	16.2	65.49	-	D 3	D 2
Qian J. (26)	2 - 43:11'5	Qian J. (26)	Reception	-	-	-	-	Pass	-	2.3	2.3	00:00'7	12.1	39.3	5	-85.91	-	D 2	D 2
Qian J. (26)	2 - 43:12'2	Yunding C. (28)	Pass	-	-	-	-	Reception	-	23.7	23.7	00:01'5	56.9	38	7	-83.04	-	D 2	E 1
